accession,title,organism,technology,geo_study_type,gpl_accessions,sample_count,sample_count_confidence,score,score_reason,ra_relevance,tissue,case_control_hint,treatment_hint,clinical_info_hint,source_journals,source_journal_impact_factor,source_journal_impact_factor_year,gse_reuse_total_count,publication_date,last_update_date,url,search_date,manual_review,notes
GSE154474,RNAseq analysis of peripheral blood and synovial fluid neutrophils from rheumatoid arthritis patients,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL11154,RA=0; control=0; other/unclear=6; total=6,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood,no,no,no,Frontiers in immunology,7.0,2025,2,2020/11/24,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154474,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE162051,RNA-sequencing analysis of the effect of progesterone on T cell activation,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=38; total=38,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,blood; T cell,yes,yes,yes,Frontiers in immunology,7.0,2025,0,2021/05/12,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE162051,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE163338,RORa enforces stability of the T-helper-17 cell effector program (RNA-Seq),Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL21103,RA=0; control=0; other/unclear=11; total=11,low,0,human; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,no,no,no,Immunity,30.6,2025,0,2022/10/25,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163338,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE163605,Expression levels of HLA-DRB and HLA-DQ are associated with MHC Class II haplotypes in healthy individuals and rheumatoid arthritis patients,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL16791,RA=0; control=0; other/unclear=86; total=86,low,0,human; total samples >=20; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; PBMC; monocyte; T cell,yes,no,no,Frontiers in immunology,7.0,2025,0,2020/12/22,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163605,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE166535,Loss of mutual protection between osteoclasts and chondrocytes in damaged joints: effects on osteoclast-mediated cartilage degradation via matrix metalloproteinases,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=24; total=24,low,0,human; total samples >=20; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,blood; PBMC,no,no,no,Scientific reports,4.9,2025,1,2021/12/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166535,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE168008,RNA sequencing of mesenchymal stem cells reveals a blocking of differentiation and immunomodulatory activities under inflammatory conditions in rheumatoid arthritis patients,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=10; total=10,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; PBMC,yes,yes,no,,,,0,2021/03/02,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168008,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE172223,Effect of 630nm LED red light on rheumatoid arthritis,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL16791,RA=0; control=0; other/unclear=6; total=6,low,0,human; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,no,yes,no,,,,0,2024/04/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE172223,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE179302,Physical Activity Moderates Inflammatory Gene Expression in Rheumatoid Arthritis,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=35; total=35,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood,no,yes,yes,,,,1,2021/09/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE179302,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE185040,Effect of Nitidine Chloride on Rheumatoid Synovial Fibroblast-like Synoviocytes,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL20301,RA=0; control=0; other/unclear=6; total=6,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; synovial fibroblast,yes,yes,no,,,,0,2021/10/06,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185040,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE186963,"Whole blood gene expression from infliximab treated Crohn's disease patients at three time points: pre-treatment, two weeks and fourteen weeks post first treatment",Homo sapiens,expression array,Expression profiling by array,GPL23159,RA=0; control=0; other/unclear=72; total=72,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; monocyte,yes,yes,yes,,,,2,2024/11/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE186963,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE190138,Systematic analysis of inflammation and pain pathways in a mouse model of gout,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24247,RA=0; control=0; other/unclear=18; total=18,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,no,yes,yes,Molecular pain,3.8,2025,3,2022/06/24,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190138,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE199152,"Next Generation Sequencing Quantitative Analysis of RA-UIP, IPF-UIP, and Non-UIP Patient Lung Biopsy Transcriptomes",Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL16791,RA=0; control=0; other/unclear=27; total=27,low,0,human; total samples >=20; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,yes,yes,no,,,,11,2022/05/31,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE199152,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE200597,Hyaluronan And Proteoglycan Link Protein 1 (HAPLN1) promotes Proliferation and Pro-inflammatory phenotype but not mobility of Fibroblast-like Synoviocytes,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=3; total=3,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; synovial fibroblast,no,yes,yes,Frontiers in immunology,7.0,2025,0,2022/06/22,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200597,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE202365,Bulk RNA-seq of human synovial fluid CD8 T cells sorted by Granzyme B vs Granzyme K expression,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=12; total=12,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,T cell,no,yes,no,Science translational medicine,15.6,2025,0,2022/05/08,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202365,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE203356,Base-Level Resolution Run-On Sequencing in Osteoclast Precursor Cells,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; monocyte,yes,yes,yes,Cellular & molecular immunology; bioRxiv : the preprint server for biology,23.9,2025,0,2022/11/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE203356,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE221012,Targeting macrophage M1 polarization suppression through PCAF inhibition alleviates autoimmune arthritis via synergistic NF-κB and H3K9Ac blockade,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL16791,RA=0; control=0; other/unclear=9; total=9,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,macrophage,no,yes,yes,Journal of nanobiotechnology,15.0,2025,1,2022/12/20,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221012,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE224190,Inflammatory cytokines pre-treatment enhances the immunomodulatory property of hUC-MSCs,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL20301,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,yes,yes,yes,iScience,4.5,2025,1,2023/06/12,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224190,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE224775,Effect of Dectin-1 and Fcgr2b on IVIg mediated reprogramming of monocytes,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL19057,RA=0; control=0; other/unclear=18; total=18,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,monocyte,yes,yes,yes,,,,0,2024/12/31,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224775,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE225530,Differential expression of human BM-MSCs RNA-Seq and 21-day of chondrogenic differentiation from high-depth transcriptomic profiling of mesenchymal stem cells during chondrogenesis,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL11154,RA=0; control=0; other/unclear=6; total=6,low,0,human; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,no,no,no,,,,0,2023/02/24,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225530,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE234595,TH17 cells converted into exTH17 cells sustain rheumatoid-like IL-17–independent inflammatory arthritis,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24247,RA=0; control=0; other/unclear=16; total=16,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; synovial fibroblast; T cell,no,yes,yes,Science immunology,16.4,2025,0,2025/09/19,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234595,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE235868,Non-coding autoimmune risk variant accelerates T peripheral helper cell development via ICOS,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=24; total=24,low,0,human; total samples >=20; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; T cell,yes,yes,no,Nature communications,18.1,2025,0,2023/07/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235868,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE241655,Microbiota-dependent indole production is required for the development of collagen-induced arthritis,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL15520,RA=0; control=0; other/unclear=20; total=20,low,0,human; total samples >=20; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,T cell; B cell,yes,yes,no,bioRxiv : the preprint server for biology,,,1,2023/11/13,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241655,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE245066,STAT1 deficiency underlies a proinflammatory imprint of naive CD4+ T cells in spondyloarthritis [RNA-Seq],Rattus norvegicus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL20084,RA=0; control=0; other/unclear=26; total=26,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,T cell,yes,yes,yes,Frontiers in immunology,7.0,2025,0,2023/10/11,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE245066,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE261205,A network-based framework to discover treatment-response-predicting biomarkers for complex diseases,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=12; total=12,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid-arthritis,blood; T cell,no,yes,yes,The Journal of molecular diagnostics : JMD,3.4,2024,0,2024/03/13,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261205,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE266295,A novel immunosenescent CD8+ T cell subset in patients with Ankylosing Spondylitis and Psoriatic Arthritis links spontaneous motility to telomere shortening and dysfunction,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=16; total=16,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,blood; T cell,yes,yes,yes,"Arthritis & rheumatology (Hoboken, N.J.)",10.9,2024,0,2025/07/09,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266295,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE271058,Effectiveness of low-intensity exercise in mitigating active arthritis exacerbation in a mouse rheumatoid-arthritis model,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL21626,RA=0; control=0; other/unclear=12; total=12,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium,yes,yes,no,,,,0,2025/01/31,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271058,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE271643,Cellular Communication Network Factor 3 contributes to the pathological process of rheumatoid arthritis via promoting cell senescence in synovial cells,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovial fibroblast,no,yes,yes,Journal of autoimmunity,6.8,2025,0,2024/11/26,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271643,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE272019,Opposing Regulation of TNF Responses and IL-1b+ Macrophages by PGE2-cAMP Signaling and IFN-g [RNA-seq],Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL16791; GPL24676,RA=0; control=0; other/unclear=48; total=48,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; macrophage; monocyte; T cell,no,yes,yes,eLife,0,2024-2025,0,2025/03/27,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272019,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE272361,Herpes simplex virus 1 infection of human brain organoids and pancreatic stem cell-islets drives transcripts associated with Alzheimer’s disease and autoimmune diseases,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=9; total=9,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,no,yes,yes,Cells,6.0,2025,0,2024/11/27,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272361,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE272743,Cellular Communication Network Factor 3 contributes to the pathological process of rheumatoid arthritis via osteoclastgenesis in the joint.,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=3; total=3,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; macrophage; monocyte,yes,yes,yes,Journal of autoimmunity,6.8,2025,0,2024/11/26,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272743,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE277891,The response of human coronary artery endothelial cells to PPBP treatment,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=8; total=8,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,yes,yes,yes,The Journal of investigative dermatology,5.7,2024,0,2025/06/07,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277891,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE279858,Gene expression profile on dermal fibroblasts treated with melanocortin compounds,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=16; total=16,low,0,human; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,yes,yes,no,Arthritis research & therapy,5.4,2025,0,2025/10/29,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279858,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE285602,Citrullinated IGF2BP1 promotes rheumatoid synovial aggression via increasing the mRNA stability of SEMA3D,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; synovial fibroblast,no,yes,yes,Communications biology,5.8,2025,0,2025/01/03,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285602,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE285734,Lactylated histone promotes rheumatoid arthritis progression by increasing NFATc2 expression and the production of anti-lactylated histone autoantibodies [II],Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL34284,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovial fibroblast,yes,yes,yes,Nature communications,18.1,2025,0,2025/01/06,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE285734,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE288976,Differences between human male and female neutrophils with respect to which RNAs are present in polysomes,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=34; total=34,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,blood,yes,yes,yes,bioRxiv : the preprint server for biology,,,1,2025/05/08,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288976,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE291297,Targeting eRNA-producing super-enhancers regulates TNFα expression and mitigates chronic inflammation in mice and patient-derived immune cells [RNA B6],Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL21493,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,macrophage,yes,yes,yes,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",14.3,2024-2025,0,2025/03/11,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291297,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE293697,Gene Regulatory Network-Driven Drug Repurposing Identifies Anti-Atherosclerotic Properties of Auranofin [dataset 1],Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL23479,RA=0; control=0; other/unclear=13; total=13,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,,no,yes,yes,,,,0,2026/04/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293697,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE293698,Gene Regulatory Network-Driven Drug Repurposing Identifies Anti-Atherosclerotic Properties of Auranofin [dataset 2],Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24676,RA=0; control=0; other/unclear=8; total=8,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,macrophage,no,yes,yes,,,,0,2026/04/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293698,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE299540,Autoimmunity-associated DIORA1 binds the MRCK family of serine/threonine kinases and controls cell motility,Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL34284,RA=0; control=0; other/unclear=24; total=24,low,0,human; total samples >=20; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,yes,yes,no,Proceedings of the National Academy of Sciences of the United States of America,9.5,2025,0,2025/09/08,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299540,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE302355,Synovial MS4A4A correlates with inflammation and counteracts response to corticosteroids in arthritis,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL30172,RA=0; control=0; other/unclear=42; total=42,low,0,human; total samples >=20; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,macrophage; monocyte,no,yes,yes,Proceedings of the National Academy of Sciences of the United States of America,9.5,2025,0,2025/08/26,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302355,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE305182,Nature-inspired IL-1 targeted therapy to treat chronic inflammatory diseases,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL28457,RA=0; control=0; other/unclear=6; total=6,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium,yes,yes,no,Molecular therapy : the journal of the American Society of Gene Therapy,12,2024-2025,0,2025/10/31,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305182,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE307854,Regulation of basal and TNFa-induced fibroblast gene expressions by peptidylarginine deiminase 2,Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL24247,RA=0; control=0; other/unclear=11; total=11,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium,yes,yes,yes,The Journal of physiology,4.4,2024,0,2026/03/25,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307854,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE53221,RF003-V3: Glucocorticoid-responsiveness correlates with an Interferon signature in Rheumatoid Arthritis Patients,Homo sapiens,expression array,Expression profiling by array,GPL13384,RA=0; control=0; other/unclear=19; total=19,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; PBMC; monocyte; T cell,no,yes,yes,,,,0,2020/01/30,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53221,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE72100,Increased expression of long non-coding RNAs in T cells from patients with rheumatoid arthritis facilitates the inflammatory responses,Homo sapiens,expression array,Expression profiling by array,GPL17077,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,T cell,no,yes,yes,Immunologic research,2.7,2025,1,2016/08/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72100,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE75123,Leukocyte-Specific Protein1 Regulates T Cell Migration in Rheumatoid Arthritis,Mus musculus,expression array,Expression profiling by array,GPL13912,RA=0; control=0; other/unclear=8; total=8,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,synovium; T cell,no,yes,yes,Proceedings of the National Academy of Sciences of the United States of America,9.5,2025,1,2016/06/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75123,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE85967,Induction of alternative proinflammatory cytokines accounts for sustained psoriasiform skin inflammation in IL-17C+IL-6KO mice [RNA-Seq],Mus musculus,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL11002,RA=0; control=0; other/unclear=10; total=10,low,0,human; clinical metadata mentioned; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,,no,yes,yes,The Journal of investigative dermatology,5.7,2024,0,2017/08/01,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85967,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE89484,Selective modulation of inflammatory Natural Killer (NK) cell phenotypes following histone H3K27 demethylase inhibition [RNA-Seq],Homo sapiens,bulk RNA-seq,Expression profiling by high throughput sequencing,GPL18573,RA=0; control=0; other/unclear=6; total=6,low,0,human; clinical metadata mentioned; tissue/source clear; RA/control groups unclear; no RA samples parsed,matched rheumatoid arthritis,blood; macrophage,no,yes,yes,The Journal of biological chemistry,3.9,2024,2,2018/02/28,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89484,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
GSE94815,The CD4+ CD52 low T Cells Contributes to the Development of Systemic Lupus Erythematosus through the CCR8/TARC Pathways,Homo sapiens,expression array,Expression profiling by array,GPL16699,RA=0; control=0; other/unclear=10; total=10,low,0,human; tissue/source clear; RA/control groups unclear; no RA samples parsed; mixed disease cohort unclear,matched rheumatoid arthritis,blood; T cell,yes,no,no,,,,1,2017/02/14,,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94815,2026-06-12,NULL,auto-collected from GEO metadata; manual review needed for sample groups
